1779080599.043319 server started (1536774): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1779080599.043350 on Linux 6.17.0-23-generic #23-Ubuntu SMP PREEMPT_DYNAMIC Sat Apr 11 23:29:57 UTC 2026
1779080599.043363 using libevent 2.1.12-stable poll
1779080599.043367 using ncurses 6.5 20250216
1779080599.059938 args_parse: flags end at 2 of 3
1779080599.059939 args_parse: 2 = #{q:mouse_hyperlink} (type STRING)
1779080599.059943 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_hyperlink}"
1779080599.059945 cmd_parse_build_commands 0:0: split-window
1779080599.059947 cmd_parse_build_commands 0:1: -h
1779080599.059950 args_parse_flags: next -h
1779080599.059951 args_parse_flags: -h
1779080599.059952 args_parse: flags end at 2 of 2
1779080599.059955 cmd_parse_build_commands: split-window -h
1779080599.059957 cmd_parse_build_commands 0:0: split-window
1779080599.059958 cmd_parse_build_commands 0:1: -v
1779080599.059961 args_parse_flags: next -v
1779080599.059963 args_parse_flags: -v
1779080599.059964 args_parse: flags end at 2 of 2
1779080599.059966 cmd_parse_build_commands: split-window -v
1779080599.059969 cmd_parse_build_commands 0:0: swap-pane
1779080599.059970 cmd_parse_build_commands 0:1: -U
1779080599.059973 args_parse_flags: next -U
1779080599.059974 args_parse_flags: -U
1779080599.059976 args_parse: flags end at 2 of 2
1779080599.059978 cmd_parse_build_commands: swap-pane -U
1779080599.059980 cmd_parse_build_commands 0:0: swap-pane
1779080599.059982 cmd_parse_build_commands 0:1: -D
1779080599.059985 args_parse_flags: next -D
1779080599.059986 args_parse_flags: -D
1779080599.059988 args_parse: flags end at 2 of 2
1779080599.059993 cmd_parse_build_commands: swap-pane -D
1779080599.059995 cmd_parse_build_commands 0:0: swap-pane
1779080599.059998 args_parse: flags end at 1 of 1
1779080599.060000 cmd_parse_build_commands: swap-pane
1779080599.060002 cmd_parse_build_commands 0:0: kill-pane
1779080599.060004 args_parse: flags end at 1 of 1
1779080599.060006 cmd_parse_build_commands: kill-pane
1779080599.060008 cmd_parse_build_commands 0:0: respawn-pane
1779080599.060009 cmd_parse_build_commands 0:1: -k
1779080599.060012 args_parse_flags: next -k
1779080599.060013 args_parse_flags: -k
1779080599.060015 args_parse: flags end at 2 of 2
1779080599.060018 cmd_parse_build_commands: respawn-pane -k
1779080599.060021 cmd_parse_build_commands 0:0: select-pane
1779080599.060022 cmd_parse_build_commands 0:1: -m
1779080599.060025 args_parse_flags: next -m
1779080599.060026 args_parse_flags: -m
1779080599.060028 args_parse: flags end at 2 of 2
1779080599.060030 cmd_parse_build_commands: select-pane -m
1779080599.060032 cmd_parse_build_commands 0:0: resize-pane
1779080599.060033 cmd_parse_build_commands 0:1: -Z
1779080599.060036 args_parse_flags: next -Z
1779080599.060037 args_parse_flags: -Z
1779080599.060039 args_parse: flags end at 2 of 2
1779080599.060041 cmd_parse_build_commands: resize-pane -Z
1779080599.060043 args_parse_flags: next -t=
1779080599.060044 args_parse_flag_argument: -t = =
1779080599.060046 args_parse_flags: next -xM
1779080599.060047 args_parse_flag_argument: -x = M
1779080599.060049 args_parse_flags: next -yM
1779080599.060051 args_parse_flag_argument: -y = M
1779080599.060052 args_parse_flags: next -T
1779080599.060054 args_parse_flag_argument: -T = #[align=centre]#{pane_index} (#{pane_id})
1779080599.060056 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1779080599.060058 args_parse: flags end at 6 of 62
1779080599.060060 args_parse: 6 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,} (type STRING)
1779080599.060062 args_parse: 7 = < (type STRING)
1779080599.060066 args_parse: 8 = send-keys -X history-top (type COMMANDS)
1779080599.060068 args_parse: 9 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,} (type STRING)
1779080599.060070 args_parse: 10 = > (type STRING)
1779080599.060073 args_parse: 11 = send-keys -X history-bottom (type COMMANDS)
1779080599.060075 args_parse: 12 =  (type STRING)
1779080599.060077 args_parse: 13 = #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},} (type STRING)
1779080599.060079 args_parse: 14 = C-r (type STRING)
1779080599.060087 args_parse: 15 = if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" (type COMMANDS)
1779080599.060089 args_parse: 16 = #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},} (type STRING)
1779080599.060091 args_parse: 17 = C-y (type STRING)
1779080599.060095 args_parse: 18 = copy-mode -q ; send-keys -l "#{q:mouse_word}" (type COMMANDS)
1779080599.060097 args_parse: 19 = #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},} (type STRING)
1779080599.060099 args_parse: 20 = c (type STRING)
1779080599.060102 args_parse: 21 = copy-mode -q ; set-buffer "#{q:mouse_word}" (type COMMANDS)
1779080599.060105 args_parse: 22 = #{?mouse_line,Copy Line,} (type STRING)
1779080599.060106 args_parse: 23 = l (type STRING)
1779080599.060111 args_parse: 24 = copy-mode -q ; set-buffer "#{q:mouse_line}" (type COMMANDS)
1779080599.060112 args_parse: 25 =  (type STRING)
1779080599.060115 args_parse: 26 = #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1779080599.060117 args_parse: 27 = C-h (type STRING)
1779080599.060121 args_parse: 28 = copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" (type COMMANDS)
1779080599.060123 args_parse: 29 = #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1779080599.060125 args_parse: 30 = h (type STRING)
1779080599.060128 args_parse: 31 = copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" (type COMMANDS)
1779080599.060130 args_parse: 32 =  (type STRING)
1779080599.060132 args_parse: 33 = Horizontal Split (type STRING)
1779080599.060134 args_parse: 34 = h (type STRING)
1779080599.060137 args_parse: 35 = split-window -h (type COMMANDS)
1779080599.060139 args_parse: 36 = Vertical Split (type STRING)
1779080599.060140 args_parse: 37 = v (type STRING)
1779080599.060143 args_parse: 38 = split-window -v (type COMMANDS)
1779080599.060145 args_parse: 39 =  (type STRING)
1779080599.060147 args_parse: 40 = #{?#{>:#{window_panes},1},,-}Swap Up (type STRING)
1779080599.060149 args_parse: 41 = u (type STRING)
1779080599.060152 args_parse: 42 = swap-pane -U (type COMMANDS)
1779080599.060154 args_parse: 43 = #{?#{>:#{window_panes},1},,-}Swap Down (type STRING)
1779080599.060157 args_parse: 44 = d (type STRING)
1779080599.060160 args_parse: 45 = swap-pane -D (type COMMANDS)
1779080599.060162 args_parse: 46 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1779080599.060163 args_parse: 47 = s (type STRING)
1779080599.060165 args_parse: 48 = swap-pane (type COMMANDS)
1779080599.060167 args_parse: 49 =  (type STRING)
1779080599.060169 args_parse: 50 = Kill (type STRING)
1779080599.060171 args_parse: 51 = X (type STRING)
1779080599.060173 args_parse: 52 = kill-pane (type COMMANDS)
1779080599.060175 args_parse: 53 = Respawn (type STRING)
1779080599.060177 args_parse: 54 = R (type STRING)
1779080599.060179 args_parse: 55 = respawn-pane -k (type COMMANDS)
1779080599.060181 args_parse: 56 = #{?pane_marked,Unmark,Mark} (type STRING)
1779080599.060183 args_parse: 57 = m (type STRING)
1779080599.060185 args_parse: 58 = select-pane -m (type COMMANDS)
1779080599.060189 args_parse: 59 = #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom} (type STRING)
1779080599.060191 args_parse: 60 = z (type STRING)
1779080599.060193 args_parse: 61 = resize-pane -Z (type COMMANDS)
1779080599.060260 cmd_parse_build_commands: display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1779080599.060263 args_parse_flags: next -n
1779080599.060264 args_parse_flags: -n
1779080599.060266 args_parse_flags: next M-MouseDown3Pane
1779080599.060268 args_parse: flags end at 2 of 4
1779080599.060270 args_parse: 2 = M-MouseDown3Pane (type STRING)
1779080599.060335 args_parse: 3 = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } (type COMMANDS)
1779080599.060405 cmd_parse_build_commands: bind-key -n M-MouseDown3Pane { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1779080599.060412 cmdq_get_command: [bind-key/0x733020e33900] group 1225
1779080599.060414 cmdq_append <global>: [bind-key/0x733020e33900]
1779080599.060416 yylex_token: end at WS
1779080599.060418 yylex_token: bind
1779080599.060420 yylex_token: end at WS
1779080599.060422 yylex_token: -Tcopy-mode
1779080599.060423 yylex_token: end at WS
1779080599.060425 yylex_token: C-Space
1779080599.060427 yylex_token: end at WS
1779080599.060428 yylex_token: send
1779080599.060430 yylex_token: end at WS
1779080599.060432 yylex_token: -X
1779080599.060435 yylex_token: end at WS
1779080599.060436 yylex_token: begin-selection
1779080599.060439 cmd_parse_build_commands 0:0: bind
1779080599.060440 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060442 cmd_parse_build_commands 0:2: C-Space
1779080599.060444 cmd_parse_build_commands 0:3 0:0: send
1779080599.060446 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060447 cmd_parse_build_commands 0:3 0:2: begin-selection
1779080599.060450 cmd_parse_build_commands 0:0: send
1779080599.060451 cmd_parse_build_commands 0:1: -X
1779080599.060453 cmd_parse_build_commands 0:2: begin-selection
1779080599.060456 args_parse_flags: next -X
1779080599.060457 args_parse_flags: -X
1779080599.060459 args_parse_flags: next begin-selection
1779080599.060460 args_parse: flags end at 2 of 3
1779080599.060462 args_parse: 2 = begin-selection (type STRING)
1779080599.060466 cmd_parse_build_commands: send-keys -X begin-selection
1779080599.060467 args_parse_flags: next -Tcopy-mode
1779080599.060469 args_parse_flag_argument: -T = copy-mode
1779080599.060471 args_parse_flags: next C-Space
1779080599.060472 args_parse: flags end at 2 of 4
1779080599.060474 args_parse: 2 = C-Space (type STRING)
1779080599.060478 args_parse: 3 = send-keys -X begin-selection (type COMMANDS)
1779080599.060483 cmd_parse_build_commands: bind-key -T copy-mode C-Space { send-keys -X begin-selection }
1779080599.060486 cmdq_get_command: [bind-key/0x733020e33a00] group 1307
1779080599.060487 cmdq_append <global>: [bind-key/0x733020e33a00]
1779080599.060489 yylex_token: end at WS
1779080599.060490 yylex_token: bind
1779080599.060493 yylex_token: end at WS
1779080599.060494 yylex_token: -Tcopy-mode
1779080599.060497 yylex_token: end at WS
1779080599.060499 yylex_token: C-a
1779080599.060500 yylex_token: end at WS
1779080599.060502 yylex_token: send
1779080599.060503 yylex_token: end at WS
1779080599.060505 yylex_token: -X
1779080599.060507 yylex_token: end at WS
1779080599.060508 yylex_token: start-of-line
1779080599.060510 cmd_parse_build_commands 0:0: bind
1779080599.060512 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060513 cmd_parse_build_commands 0:2: C-a
1779080599.060515 cmd_parse_build_commands 0:3 0:0: send
1779080599.060517 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060518 cmd_parse_build_commands 0:3 0:2: start-of-line
1779080599.060521 cmd_parse_build_commands 0:0: send
1779080599.060522 cmd_parse_build_commands 0:1: -X
1779080599.060524 cmd_parse_build_commands 0:2: start-of-line
1779080599.060527 args_parse_flags: next -X
1779080599.060529 args_parse_flags: -X
1779080599.060530 args_parse_flags: next start-of-line
1779080599.060532 args_parse: flags end at 2 of 3
1779080599.060533 args_parse: 2 = start-of-line (type STRING)
1779080599.060537 cmd_parse_build_commands: send-keys -X start-of-line
1779080599.060539 args_parse_flags: next -Tcopy-mode
1779080599.060540 args_parse_flag_argument: -T = copy-mode
1779080599.060542 args_parse_flags: next C-a
1779080599.060543 args_parse: flags end at 2 of 4
1779080599.060545 args_parse: 2 = C-a (type STRING)
1779080599.060549 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1779080599.060555 cmd_parse_build_commands: bind-key -T copy-mode C-a { send-keys -X start-of-line }
1779080599.060557 cmdq_get_command: [bind-key/0x733020e33b00] group 1315
1779080599.060559 cmdq_append <global>: [bind-key/0x733020e33b00]
1779080599.060561 yylex_token: end at WS
1779080599.060563 yylex_token: bind
1779080599.060565 yylex_token: end at WS
1779080599.060566 yylex_token: -Tcopy-mode
1779080599.060567 yylex_token: end at WS
1779080599.060568 yylex_token: C-c
1779080599.060570 yylex_token: end at WS
1779080599.060571 yylex_token: send
1779080599.060572 yylex_token: end at WS
1779080599.060573 yylex_token: -X
1779080599.060575 yylex_token: end at WS
1779080599.060576 yylex_token: cancel
1779080599.060578 cmd_parse_build_commands 0:0: bind
1779080599.060579 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060580 cmd_parse_build_commands 0:2: C-c
1779080599.060582 cmd_parse_build_commands 0:3 0:0: send
1779080599.060583 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060585 cmd_parse_build_commands 0:3 0:2: cancel
1779080599.060586 cmd_parse_build_commands 0:0: send
1779080599.060588 cmd_parse_build_commands 0:1: -X
1779080599.060589 cmd_parse_build_commands 0:2: cancel
1779080599.060592 args_parse_flags: next -X
1779080599.060593 args_parse_flags: -X
1779080599.060594 args_parse_flags: next cancel
1779080599.060595 args_parse: flags end at 2 of 3
1779080599.060597 args_parse: 2 = cancel (type STRING)
1779080599.060600 cmd_parse_build_commands: send-keys -X cancel
1779080599.060601 args_parse_flags: next -Tcopy-mode
1779080599.060602 args_parse_flag_argument: -T = copy-mode
1779080599.060604 args_parse_flags: next C-c
1779080599.060605 args_parse: flags end at 2 of 4
1779080599.060606 args_parse: 2 = C-c (type STRING)
1779080599.060609 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1779080599.060613 cmd_parse_build_commands: bind-key -T copy-mode C-c { send-keys -X cancel }
1779080599.060615 cmdq_get_command: [bind-key/0x733020e33c00] group 1323
1779080599.060617 cmdq_append <global>: [bind-key/0x733020e33c00]
1779080599.060618 yylex_token: end at WS
1779080599.060619 yylex_token: bind
1779080599.060621 yylex_token: end at WS
1779080599.060622 yylex_token: -Tcopy-mode
1779080599.060624 yylex_token: end at WS
1779080599.060625 yylex_token: C-e
1779080599.060626 yylex_token: end at WS
1779080599.060627 yylex_token: send
1779080599.060629 yylex_token: end at WS
1779080599.060630 yylex_token: -X
1779080599.060631 yylex_token: end at WS
1779080599.060633 yylex_token: end-of-line
1779080599.060634 cmd_parse_build_commands 0:0: bind
1779080599.060636 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060639 cmd_parse_build_commands 0:2: C-e
1779080599.060640 cmd_parse_build_commands 0:3 0:0: send
1779080599.060641 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060643 cmd_parse_build_commands 0:3 0:2: end-of-line
1779080599.060645 cmd_parse_build_commands 0:0: send
1779080599.060647 cmd_parse_build_commands 0:1: -X
1779080599.060648 cmd_parse_build_commands 0:2: end-of-line
1779080599.060651 args_parse_flags: next -X
1779080599.060652 args_parse_flags: -X
1779080599.060654 args_parse_flags: next end-of-line
1779080599.060655 args_parse: flags end at 2 of 3
1779080599.060656 args_parse: 2 = end-of-line (type STRING)
1779080599.060659 cmd_parse_build_commands: send-keys -X end-of-line
1779080599.060660 args_parse_flags: next -Tcopy-mode
1779080599.060662 args_parse_flag_argument: -T = copy-mode
1779080599.060663 args_parse_flags: next C-e
1779080599.060664 args_parse: flags end at 2 of 4
1779080599.060666 args_parse: 2 = C-e (type STRING)
1779080599.060669 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1779080599.060673 cmd_parse_build_commands: bind-key -T copy-mode C-e { send-keys -X end-of-line }
1779080599.060675 cmdq_get_command: [bind-key/0x733020e33d00] group 1331
1779080599.060676 cmdq_append <global>: [bind-key/0x733020e33d00]
1779080599.060678 yylex_token: end at WS
1779080599.060679 yylex_token: bind
1779080599.060681 yylex_token: end at WS
1779080599.060682 yylex_token: -Tcopy-mode
1779080599.060683 yylex_token: end at WS
1779080599.060684 yylex_token: C-f
1779080599.060686 yylex_token: end at WS
1779080599.060687 yylex_token: send
1779080599.060688 yylex_token: end at WS
1779080599.060689 yylex_token: -X
1779080599.060691 yylex_token: end at WS
1779080599.060692 yylex_token: cursor-right
1779080599.060694 cmd_parse_build_commands 0:0: bind
1779080599.060696 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060697 cmd_parse_build_commands 0:2: C-f
1779080599.060698 cmd_parse_build_commands 0:3 0:0: send
1779080599.060700 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060701 cmd_parse_build_commands 0:3 0:2: cursor-right
1779080599.060703 cmd_parse_build_commands 0:0: send
1779080599.060704 cmd_parse_build_commands 0:1: -X
1779080599.060705 cmd_parse_build_commands 0:2: cursor-right
1779080599.060708 args_parse_flags: next -X
1779080599.060709 args_parse_flags: -X
1779080599.060711 args_parse_flags: next cursor-right
1779080599.060712 args_parse: flags end at 2 of 3
1779080599.060713 args_parse: 2 = cursor-right (type STRING)
1779080599.060716 cmd_parse_build_commands: send-keys -X cursor-right
1779080599.060717 args_parse_flags: next -Tcopy-mode
1779080599.060719 args_parse_flag_argument: -T = copy-mode
1779080599.060720 args_parse_flags: next C-f
1779080599.060721 args_parse: flags end at 2 of 4
1779080599.060723 args_parse: 2 = C-f (type STRING)
1779080599.060725 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1779080599.060729 cmd_parse_build_commands: bind-key -T copy-mode C-f { send-keys -X cursor-right }
1779080599.060731 cmdq_get_command: [bind-key/0x733020e33e00] group 1339
1779080599.060732 cmdq_append <global>: [bind-key/0x733020e33e00]
1779080599.060738 yylex_token: end at WS
1779080599.060740 yylex_token: bind
1779080599.060742 yylex_token: end at WS
1779080599.060743 yylex_token: -Tcopy-mode
1779080599.060745 yylex_token: end at WS
1779080599.060746 yylex_token: C-b
1779080599.060747 yylex_token: end at WS
1779080599.060749 yylex_token: send
1779080599.060750 yylex_token: end at WS
1779080599.060751 yylex_token: -X
1779080599.060753 yylex_token: end at WS
1779080599.060754 yylex_token: cursor-left
1779080599.060756 cmd_parse_build_commands 0:0: bind
1779080599.060757 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060759 cmd_parse_build_commands 0:2: C-b
1779080599.060760 cmd_parse_build_commands 0:3 0:0: send
1779080599.060761 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060763 cmd_parse_build_commands 0:3 0:2: cursor-left
1779080599.060765 cmd_parse_build_commands 0:0: send
1779080599.060766 cmd_parse_build_commands 0:1: -X
1779080599.060769 cmd_parse_build_commands 0:2: cursor-left
1779080599.060771 args_parse_flags: next -X
1779080599.060773 args_parse_flags: -X
1779080599.060774 args_parse_flags: next cursor-left
1779080599.060775 args_parse: flags end at 2 of 3
1779080599.060777 args_parse: 2 = cursor-left (type STRING)
1779080599.060780 cmd_parse_build_commands: send-keys -X cursor-left
1779080599.060781 args_parse_flags: next -Tcopy-mode
1779080599.060782 args_parse_flag_argument: -T = copy-mode
1779080599.060784 args_parse_flags: next C-b
1779080599.060785 args_parse: flags end at 2 of 4
1779080599.060786 args_parse: 2 = C-b (type STRING)
1779080599.060789 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1779080599.060793 cmd_parse_build_commands: bind-key -T copy-mode C-b { send-keys -X cursor-left }
1779080599.060795 cmdq_get_command: [bind-key/0x733020e33f00] group 1347
1779080599.060796 cmdq_append <global>: [bind-key/0x733020e33f00]
1779080599.060797 yylex_token: end at WS
1779080599.060799 yylex_token: bind
1779080599.060801 yylex_token: end at WS
1779080599.060802 yylex_token: -Tcopy-mode
1779080599.060803 yylex_token: end at WS
1779080599.060804 yylex_token: C-g
1779080599.060806 yylex_token: end at WS
1779080599.060807 yylex_token: send
1779080599.060808 yylex_token: end at WS
1779080599.060809 yylex_token: -X
1779080599.060811 yylex_token: end at WS
1779080599.060812 yylex_token: clear-selection
1779080599.060814 cmd_parse_build_commands 0:0: bind
1779080599.060816 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060817 cmd_parse_build_commands 0:2: C-g
1779080599.060818 cmd_parse_build_commands 0:3 0:0: send
1779080599.060820 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060821 cmd_parse_build_commands 0:3 0:2: clear-selection
1779080599.060823 cmd_parse_build_commands 0:0: send
1779080599.060824 cmd_parse_build_commands 0:1: -X
1779080599.060825 cmd_parse_build_commands 0:2: clear-selection
1779080599.060828 args_parse_flags: next -X
1779080599.060829 args_parse_flags: -X
1779080599.060830 args_parse_flags: next clear-selection
1779080599.060831 args_parse: flags end at 2 of 3
1779080599.060833 args_parse: 2 = clear-selection (type STRING)
1779080599.060835 cmd_parse_build_commands: send-keys -X clear-selection
1779080599.060837 args_parse_flags: next -Tcopy-mode
1779080599.060838 args_parse_flag_argument: -T = copy-mode
1779080599.060839 args_parse_flags: next C-g
1779080599.060841 args_parse: flags end at 2 of 4
1779080599.060842 args_parse: 2 = C-g (type STRING)
1779080599.060846 args_parse: 3 = send-keys -X clear-selection (type COMMANDS)
1779080599.060851 cmd_parse_build_commands: bind-key -T copy-mode C-g { send-keys -X clear-selection }
1779080599.060853 cmdq_get_command: [bind-key/0x733020e61000] group 1355
1779080599.060854 cmdq_append <global>: [bind-key/0x733020e61000]
1779080599.060856 yylex_token: end at WS
1779080599.060857 yylex_token: bind
1779080599.060859 yylex_token: end at WS
1779080599.060860 yylex_token: -Tcopy-mode
1779080599.060861 yylex_token: end at WS
1779080599.060863 yylex_token: C-k
1779080599.060864 yylex_token: end at WS
1779080599.060865 yylex_token: send
1779080599.060866 yylex_token: end at WS
1779080599.060868 yylex_token: -X
1779080599.060870 yylex_token: end at WS
1779080599.060872 yylex_token: copy-pipe-end-of-line-and-cancel
1779080599.060873 cmd_parse_build_commands 0:0: bind
1779080599.060875 cmd_parse_build_commands 0:1: -Tcopy-mode
1779080599.060876 cmd_parse_build_commands 0:2: C-k
1779080599.060878 cmd_parse_build_commands 0:3 0:0: send
1779080599.060879 cmd_parse_build_commands 0:3 0:1: -X
1779080599.060881 cmd_parse_build_commands 0:3 0:2: copy-pipe-end-of-line-and-cancel
1779080599.060882 cmd_parse_build_commands 0:0: send
1779080599.060884 cmd_parse_build_commands 0:1: -X
1779080599.060885 cmd_parse_build_commands 0:2: copy-pipe-end-of-line-and-cancel
1779080599.060888 args_parse_flags: next -X
1779080599.060889 args_parse_flags: -X
1779080599.060890 args_parse_flags: next copy-pipe-end-of-line-and-cancel
1779080599.060892 args_parse: flags end at 2 of 3
1779080599.060895 args_parse: 2 = copy-pipe-end-of-line-and-cancel (type STRING)
1779080599.060899 cmd_parse_build_commands: send-keys -X copy-pipe-end-of-line-and-cancel
1779080599.060900 args_parse_flags: next -Tcopy-mode
1779080599.060901 args_parse_flag_argument: -T = copy-mode
1779080599.060903 args_parse_flags: next C-k
1779080599.060904 args_parse: flags end at 2 of 4
1779080599.060905 args_parse: 2 = C-k (type STRING)
